subject;age;language;seks;solution_type;CRAT1;ACC_CRAT;CRAT_correct;subject_answer_CRAT;ACC_memory;memory_correct;subject_answer_memory;location;RT;confidence;load_condition;ACC_memory_all_correct
33850;18;Nederlands;male;1;worm;1;regen;regen;1;9835;9835;v;4415;74;2;1
33850;18;Nederlands;male;1;tennis;1;bal;bal;1;4139;1439;a;8272;78;2;1
33850;18;Nederlands;male;1;pauze;1;koffie;koffie;1;9156;9156;v;4109;100;2;1
33850;18;Nederlands;male;1;kaart;1;bank;bank;1;8354;8345;v;9566;100;2;1
33850;18;Nederlands;male;1;sjeik;1;olie;olie;1;8534;8354;v;2894;100;2;1
33850;18;Nederlands;male;1;wandeling;1;bos;bos;1;9245;9254;v;2018;78;2;1
33850;18;Nederlands;male;1;pijn;1;buik;buik;1;7936;7926;v;3680;100;2;0
33850;18;Nederlands;male;1;rust;1;pauze;pauze;1;2874;2874;a;11427;81;2;1
33850;18;Nederlands;male;1;kerst;1;kind;kind;0;4756;7623;a;2492;100;2;0
33850;18;Nederlands;male;1;wereld;1;oorlog;oorlog;1;3972;3972;a;4696;100;2;1
33850;18;Nederlands;male;1;spiegel;1;beeld;beeld;1;4657;7645;a;4972;100;2;1
33850;18;Nederlands;male;2;stuk;0;theater;spel;1;5237;7523;v;18889;16;2;1
33850;18;Nederlands;male;1;vogel;0;nest;plaag;1;3725;7325;a;5786;44;2;1
33850;18;Nederlands;male;2;wax;0;Kaars;bij;1;8975;8975;v;20538;34;2;1
33850;18;Nederlands;male;2;hoef;0;ijzer;bakker;1;4613;4613;a;18019;22;2;1
33850;18;Nederlands;male;1;munt;1;peper;peper;1;7689;7689;v;9345;100;2;1
33850;18;Nederlands;male;2;dorp;0;berg;boeren;1;5463;4536;v;23341;22;2;1
33850;18;Nederlands;male;1;dating;1;site;site;1;3576;3567;a;10178;63;2;1
33850;18;Nederlands;male;1;windmolen;1;park;park;1;1935;3596;a;2603;100;2;0
33850;18;Nederlands;male;1;hand;1;tas;tas;0;1423;1596;a;5455;100;2;0
33850;18;Nederlands;male;1;palm;1;boom;boom;1;4173;4173;a;7762;100;2;1
33850;18;Nederlands;male;1;galerij;1;kunst;kunst;1;5396;4653;v;11573;100;2;0
33850;18;Nederlands;male;1;bord;1;ganzen;ganzen;0;6298;6473;v;2951;100;2;0
33850;18;Nederlands;male;1;schaduw;1;oog;oog;0;7289;3564;v;4292;100;2;0
33850;18;Nederlands;male;2;tijd;0;steen;grind;1;5498;4596;v;22622;32;2;0
33850;18;Nederlands;male;1;weer;0;brand;stand;1;7918;7918;v;11832;48;2;1
33850;18;Nederlands;male;1;zoeker;1;voet;voet;1;8715;7815;v;6483;91;2;1
33850;18;Nederlands;male;1;paal;1;telefoon;telefoon;1;7418;7418;v;8761;100;2;1
33850;18;Nederlands;male;2;motor;0;race;wagen;1;1982;7821;a;15155;27;2;0
33850;18;Nederlands;male;1;muis;1;veld;veld;0;4931;7825;v;18963;42;2;0
33850;18;Nederlands;male;1;rol;1;film;film;1;5128;8451;v;6845;86;2;0
33850;18;Nederlands;male;1;bus;1;reis;reis;1;7568;8746;v;6598;100;2;0
33850;18;Nederlands;male;1;sport;1;zak;zak;0;4293;4897;a;4121;87;2;0
33850;18;Nederlands;male;1;circus;1;tent;tent;1;1863;8631;a;9780;94;2;1
33850;18;Nederlands;male;1;kamp;1;vuur;vuur;1;1834;1834;a;7543;100;2;1
33850;18;Nederlands;male;1;vakantie;1;kamp;kamp;1;2549;2845;a;6292;100;2;0
33850;18;Nederlands;male;1;schutter;0;boog;sluip;1;7485;7485;v;15794;37;2;1
33874;18;Nederlands;female;2;schommel;0;stoel;top;1;2968;2978;a;20622;17;2;0
33874;18;Nederlands;female;2;bier;0;tafel;kelder;1;7824;8924;v;20078;22;2;0
33874;18;Nederlands;female;1;kamp;1;vuur;vuur;1;1834;1934;a;7113;100;2;0
33874;18;Nederlands;female;1;munt;1;peper;peper;1;7689;7689;v;5492;100;2;1
33874;18;Nederlands;female;1;bureau;0;job;bediende;1;1628;1628;a;16234;34;2;1
33874;18;Nederlands;female;1;zoeker;1;voet;voet;1;8715;8175;v;5637;96;2;1
33874;18;Nederlands;female;1;windmolen;1;park;park;1;1935;1935;a;7269;100;2;1
33874;18;Nederlands;female;1;neus;0;gat;ring;0;3672;;a;10995;97;2;0
33874;18;Nederlands;female;1;sport;1;zak;zak;1;4293;1934;a;6789;100;2;0
33874;18;Nederlands;female;1;politie;1;auto;auto;1;1452;145;a;6378;99;2;0
33874;18;Nederlands;female;1;hoef;1;ijzer;ijzer;1;4613;4613;a;3617;100;2;1
33874;18;Nederlands;female;1;rol;1;film;fim;0;5128;8534;v;7871;100;2;0
33874;18;Nederlands;female;1;slaap;1;kamer;amer;1;1297;3179;a;20810;94;2;0
33874;18;Nederlands;female;1;schutter;1;boog;boog;1;7485;4785;v;8419;100;2;1
33874;18;Nederlands;female;1;vogel;1;nest;nest;1;3725;7352;a;10087;62;2;1
33874;18;Nederlands;female;1;wereld;1;oorlog;oorlog;1;3972;3972;a;3183;79;2;1
33874;18;Nederlands;female;1;maat;1;beker;beker;1;2891;2891;a;5642;80;2;1
33874;18;Nederlands;female;2;motor;1;race;race;1;1982;9182;a;20483;24;2;1
33874;18;Nederlands;female;1;ontsteking;1;oor;oor;1;9385;9385;v;10093;100;2;1
33874;18;Nederlands;female;1;programma;0;computer;cursus;1;9862;9862;v;4027;88;2;1
33874;18;Nederlands;female;1;hok;1;honden;honden;1;9864;9684;v;5718;92;2;1
33874;18;Nederlands;female;1;pijn;1;buik;buik;1;7936;9736;v;12524;95;2;1
33874;18;Nederlands;female;1;baan;1;loop;loop;1;9327;9327;v;2787;87;2;1
33874;18;Nederlands;female;1;jacht;1;geweer;geweer;1;4918;4918;a;11602;38;2;1
33874;18;Nederlands;female;2;vlees;0;tand;huis;1;8352;8352;v;12955;78;2;1
33874;18;Nederlands;female;2;knie;1;holte;holte;1;2194;2194;a;14351;4;2;1
33874;18;Nederlands;female;1;kerst;1;kind;kind;1;4756;4756;a;9117;94;2;1
33874;18;Nederlands;female;1;vlok;1;sneeuw;sneeuw;1;9786;9786;v;9513;72;2;1
33874;18;Nederlands;female;1;dating;1;site;site;0;3576;1986;a;3819;86;2;0
33874;18;Nederlands;female;1;weer;0;brand;nood;1;7918;7918;v;11768;70;2;1
33874;18;Nederlands;female;1;stuk;1;theater;toneel;0;5237;5918;v;3095;68;2;0
33874;18;Nederlands;female;1;paal;1;telefoon;telefoon;1;7418;7418;v;3547;82;2;1
33874;18;Nederlands;female;1;worm;1;lint;lint;1;5816;8516;v;3560;74;2;1
33874;18;Nederlands;female;2;wandeling;0;bos;natuur;1;9245;9245;v;13068;29;2;1
33874;18;Nederlands;female;2;vakantie;0;kamp;huis;1;2549;1549;a;16287;34;2;0
33874;18;Nederlands;female;1;hoed;1;vinger;vinger;1;7984;7984;v;3960;66;2;1
33874;18;Nederlands;female;2;tijd;0;steen;machine;1;5498;5498;v;7272;27;2;1
33874;18;Nederlands;female;2;spook;1;schip;boot;0;4253;;a;7538;27;2;0
33874;18;Nederlands;female;2;circus;0;tent;weide;1;1863;1863;a;5132;80;2;1
33874;18;Nederlands;female;1;worm;1;regen;regen;1;9835;9835;v;6139;70;2;1
33874;18;Nederlands;female;2;kruis;1;boog;boog;1;3295;3695;a;5684;74;2;0
33874;18;Nederlands;female;1;rust;1;huis;huis;0;1296;3698;a;3663;40;2;0
33874;18;Nederlands;female;1;regen;1;broek;broek;1;1756;1756;a;2525;79;2;1
33874;18;Nederlands;female;1;palm;1;boom;bom;1;4173;3741;a;4119;62;2;1
33874;18;Nederlands;female;1;haar;1;lak;lak;1;3172;3172;a;5835;66;2;1
33874;18;Nederlands;female;1;olie;1;sla;sla;1;8659;8659;v;9922;87;2;1
33874;18;Nederlands;female;1;heer;1;land;land;1;8496;8496;v;2339;77;2;1
33874;18;Nederlands;female;1;galerij;1;kunst;kunst;1;5396;5392;v;11424;87;2;0
33874;18;Nederlands;female;1;hand;1;tas;tas;1;1423;5432;a;3189;78;2;0
33874;18;Nederlands;female;1;tennis;0;bal;beer;1;4139;5149;a;10115;70;2;0
33874;18;Nederlands;female;1;wax;0;Kaars;stokjes;1;8975;9875;v;21447;31;2;1
33874;18;Nederlands;female;1;spiegel;1;beeld;beeld;1;4657;6457;a;3065;92;2;1
33910;19;Nederlands;female;2;tijd;0;steen;ijs;0;5498;928;v;16258;0;2;0
33910;19;Nederlands;female;1;bureau;1;job;werk;0;1628;2489;a;13989;77;2;0
33910;19;Nederlands;female;2;pijn;1;buik;buik;1;7936;5369;v;12253;66;2;0
33910;19;Nederlands;female;2;ontsteking;1;oor;oor;1;9385;5298;v;7820;73;2;0
33910;19;Nederlands;female;2;spiegel;1;beeld;beeld;0;4657;2659;a;6778;33;2;0
33910;19;Nederlands;female;2;zoeker;0;voet;schoen;0;8715;2596;v;16198;0;2;0
33910;19;Nederlands;female;2;wax;0;Kaars;auto;1;8975;8975;v;14836;0;2;1
33910;19;Nederlands;female;2;rol;1;film;fim;1;5128;5918;v;11920;47;2;0
33910;19;Nederlands;female;2;vogel;1;nest;nest;1;3725;3952;a;7470;67;2;0
33910;19;Nederlands;female;2;slaap;1;kamer;kamer;0;1297;1234;a;23202;71;2;0
33910;19;Nederlands;female;1;worm;1;regen;regen;1;9835;5398;v;6415;90;2;1
33910;19;Nederlands;female;2;vlees;1;tand;tand;1;8352;8352;v;17774;97;2;1
33910;19;Nederlands;female;2;hok;1;honden;honden;1;9864;9864;v;10585;43;2;1
33910;19;Nederlands;female;2;wandeling;1;bos;bos;1;9245;9245;v;7084;50;2;1
33910;19;Nederlands;female;1;heer;0;land;stads;0;8496;8391;v;15401;32;2;0
33910;19;Nederlands;female;2;bier;0;tafel;bal;0;7824;1111;v;24429;22;2;0
33910;19;Nederlands;female;2;kamp;1;vuur;vuur;0;1834;3210;a;9637;72;2;0
33919;18;Nederlands;female;1;circus;1;tent;tent;0;1863;2847;a;4499;70;2;0
33919;18;Nederlands;female;2;brood;0;doos;noten;1;4896;2689;a;12549;59;2;0
33919;18;Nederlands;female;1;windmolen;1;park;park;0;1935;1968;a;4790;83;2;0
33919;18;Nederlands;female;1;bureau;0;job;kantoor;1;1628;1628;a;12399;64;2;1
33919;18;Nederlands;female;2;maat;0;beker;schoen;1;2891;1289;a;18992;66;2;1
33919;18;Nederlands;female;1;hoef;1;ijzer;ijzer;1;4613;1346;a;13592;71;2;1
33919;18;Nederlands;female;1;tennis;1;bal;bal;1;4139;1349;a;18548;57;2;1
33919;18;Nederlands;female;1;schommel;1;stoel;stoel;1;2968;1689;a;2637;84;2;0
33919;18;Nederlands;female;1;pijn;1;buik;buik;1;7936;7963;v;14381;74;2;1
33919;18;Nederlands;female;1;kaart;1;bank;bank;1;8354;3458;v;7712;83;2;1
33919;18;Nederlands;female;2;paal;0;telefoon;strom;1;7418;7418;v;23224;49;2;1
33919;18;Nederlands;female;1;motor;0;race;rit;1;1982;1289;a;22466;56;2;1
33919;18;Nederlands;female;1;kamp;1;vuur;vuur;1;1834;1348;a;17518;84;2;1
33919;18;Nederlands;female;1;kruis;1;boog;boog;1;3295;3295;a;4713;73;2;1
33919;18;Nederlands;female;1;neus;1;gat;gat;1;3672;2367;a;15715;64;2;1
33919;18;Nederlands;female;1;programma;1;computer;cmputer;1;9862;1689;v;11840;69;2;0
33919;18;Nederlands;female;1;palm;1;boom;bom;1;4173;1347;a;10147;73;2;1
33919;18;Nederlands;female;1;dating;0;site;web;1;3576;5673;a;13510;69;2;1
33919;18;Nederlands;female;1;basket;1;bal;bal;1;4825;2458;a;3655;67;2;1
33919;18;Nederlands;female;2;vogel;1;nest;nest;1;3725;2357;a;6231;77;2;1
33919;18;Nederlands;female;1;zoeker;1;voet;voet;1;8715;1578;v;14823;70;2;1
33919;18;Nederlands;female;2;stuk;1;theater;theater;1;5237;2578;v;17158;65;2;0
33919;18;Nederlands;female;1;rozen;1;tuin;tuin;1;3854;3458;a;12272;69;2;1
33919;18;Nederlands;female;1;spiegel;1;beeld;beeld;1;4657;4567;a;4238;71;2;1
33919;18;Nederlands;female;1;worm;1;lint;lint;0;5816;1347;v;13879;81;2;0
33919;18;Nederlands;female;1;hand;1;tas;tas;1;1423;1234;a;6107;87;2;1
33919;18;Nederlands;female;1;vlees;1;tand;tand;1;8352;2358;v;7361;86;2;1
33919;18;Nederlands;female;2;spook;1;schip;boot;1;4253;2345;a;13501;61;2;1
33919;18;Nederlands;female;1;echt;1;scheiding;scheiding;1;2534;2345;a;6257;73;2;1
33919;18;Nederlands;female;1;kerst;1;kind;kind;1;4756;4567;a;8794;75;2;1
33919;18;Nederlands;female;2;dorp;0;berg;heide;1;5463;3456;v;20948;50;2;1
33919;18;Nederlands;female;1;hoed;1;vinger;vinger;1;7984;4789;v;11590;75;2;1
33919;18;Nederlands;female;1;hok;1;honden;honden;1;9864;4689;v;9062;79;2;1
33919;18;Nederlands;female;1;weer;1;brand;brand;1;7918;1789;v;3249;88;2;1
33919;18;Nederlands;female;1;heer;0;land;grond;1;8496;4689;v;13367;58;2;1
33919;18;Nederlands;female;1;wereld;1;oorlog;oorlog;1;3972;2379;a;5489;88;2;1
33919;18;Nederlands;female;1;politie;0;auto;wagen;1;1452;1245;a;5589;67;2;1
33919;18;Nederlands;female;1;pauze;1;koffie;koffie;1;9156;1569;v;5678;80;2;1
33919;18;Nederlands;female;1;sport;1;zak;zak;1;4293;2349;a;6412;70;2;1
33919;18;Nederlands;female;1;schutter;1;boog;hoog;1;7485;4578;v;22510;54;2;1
33919;18;Nederlands;female;1;ontsteking;1;oor;oor;1;9385;3589;v;15542;92;2;1
33919;18;Nederlands;female;1;dood;1;ziek;ziek;1;3249;2349;a;5302;88;2;1
33919;18;Nederlands;female;1;regen;1;broek;broek;1;1756;1567;a;14856;80;2;1
33919;18;Nederlands;female;1;vakantie;1;kamp;mp;1;2549;2459;a;9723;88;2;1
33919;18;Nederlands;female;1;munt;1;peper;peper;1;7689;6789;v;6313;90;2;1
33919;18;Nederlands;female;1;wandeling;1;bos;bos;1;9245;2459;v;5670;88;2;1
33919;18;Nederlands;female;1;meloen;1;honing;honing;1;6831;1368;v;13813;59;2;1
33919;18;Nederlands;female;1;rol;1;film;fil;1;5128;1258;v;9601;53;2;1
33919;18;Nederlands;female;1;haar;0;lak;gel;1;3172;1237;a;10430;71;2;1
33931;18;Nederlands;female;1;worm;1;lint;lint;0;5816;5872;v;4431;100;2;0
33931;18;Nederlands;female;2;créme;1;ijs;ijs;1;5649;5641;v;5787;70;2;0
33931;18;Nederlands;female;2;wand;0;klok;brand;0;2961;5284;a;22109;18;2;0
33931;18;Nederlands;female;1;vogel;1;nest;nest;1;3725;3752;a;5086;100;2;1
33931;18;Nederlands;female;1;schutter;1;boog;boog;1;7485;7485;v;4424;64;2;1
33931;18;Nederlands;female;1;hoef;1;ijzer;ijzer;0;4613;9731;a;4409;100;2;0
33931;18;Nederlands;female;1;windmolen;1;park;park;1;1935;1935;a;3875;100;2;1
33931;18;Nederlands;female;1;palm;1;boom;boom;1;4173;7431;a;5590;100;2;1
33931;18;Nederlands;female;2;pauze;0;koffie;slag;0;9156;8645;v;12356;20;2;0
33931;18;Nederlands;female;1;weer;1;brand;brand;1;7918;9718;v;22472;100;2;1
33931;18;Nederlands;female;2;sjeik;0;olie;hoofd;0;8534;5861;v;16023;21;2;0
33931;18;Nederlands;female;1;zoeker;1;voet;voet;1;8715;8715;v;7846;62;2;1
33931;18;Nederlands;female;1;kruis;1;boog;boog;1;3295;3895;a;3605;100;2;0
33931;18;Nederlands;female;1;wandeling;1;bos;bos;0;9245;8514;v;8694;74;2;0
33931;18;Nederlands;female;1;bord;1;ganzen;ganzen;1;6298;2698;v;5469;78;2;1
33931;18;Nederlands;female;1;kerst;1;kind;kind;1;4756;7451;a;3973;100;2;0
33931;18;Nederlands;female;1;motor;1;race;race;1;1982;4891;a;5939;83;2;0
33931;18;Nederlands;female;1;galerij;1;kunst;kunst;1;5396;9653;v;21155;100;2;1
33931;18;Nederlands;female;2;kamp;1;vuur;vuur;0;1834;9327;a;14463;100;2;0
33931;18;Nederlands;female;1;rozen;1;tuin;tuin;1;3854;3854;a;11964;100;2;1
33931;18;Nederlands;female;1;basket;1;bal;bal;1;4825;8425;a;5100;100;2;1
33931;18;Nederlands;female;1;wereld;1;oorlog;oorlog;1;3972;3972;a;8101;100;2;1
33931;18;Nederlands;female;1;sport;0;zak;bak;0;4293;4862;a;22090;27;2;0
33931;18;Nederlands;female;1;haar;0;lak;gel;0;3172;4789;a;6212;76;2;0
33931;18;Nederlands;female;1;rust;0;pauze;huis;1;2874;4782;a;11826;87;2;1
33931;18;Nederlands;female;1;tennis;1;bal;bal;0;4139;4783;a;6761;100;2;0
33931;18;Nederlands;female;1;dating;1;site;site;0;3576;4176;a;4355;100;2;0
33931;18;Nederlands;female;1;paal;1;telefoon;telefoon;1;7418;7418;v;23415;100;2;1
33931;18;Nederlands;female;1;hand;1;tas;tas;1;1423;1432;a;3403;100;2;1
33931;18;Nederlands;female;1;dorp;1;berg;berg;0;5463;3875;v;9754;75;2;0
33931;18;Nederlands;female;1;kaart;1;bank;bank;1;8354;8354;v;5004;100;2;1
33931;18;Nederlands;female;1;hok;1;honden;honden;1;9864;9843;v;5563;100;2;0
33931;18;Nederlands;female;2;heer;0;land;spel;1;8496;8496;v;17934;27;2;1
33931;18;Nederlands;female;1;olie;1;sla;sla;1;8659;8659;v;8608;63;2;1
33931;18;Nederlands;female;1;spiegel;1;beeld;beeld;1;4657;4685;a;8312;100;2;0
33931;18;Nederlands;female;1;politie;0;auto;wagen;1;1452;1452;a;3953;100;2;1
33931;18;Nederlands;female;1;spook;1;schip;boot;1;4253;3452;a;6569;100;2;1
33931;18;Nederlands;female;1;bureau;1;job;job;0;1628;8531;a;5676;100;2;0
33931;18;Nederlands;female;1;regen;1;broek;broek;1;1756;1756;a;3101;100;2;1
33931;18;Nederlands;female;1;worm;1;regen;regen;0;9835;3896;v;5576;100;2;0
33931;18;Nederlands;female;1;circus;1;tent;tent;0;1863;1483;a;3675;100;2;0
33931;18;Nederlands;female;1;rust;1;huis;huis;0;1296;1295;a;3853;100;2;0
33931;18;Nederlands;female;2;schommel;1;stoel;stoel;0;2968;1268;a;3239;100;2;0
33970;18;Nederlands;female;2;vogel;1;nest;nes;1;3725;3725;a;6195;79;2;1
33970;18;Nederlands;female;2;windmolen;1;park;park;1;1935;1925;a;4001;77;2;0
33970;18;Nederlands;female;2;regen;1;broek;broek;0;1756;1798;a;4565;75;2;0
33970;18;Nederlands;female;2;worm;1;regen;regen;1;9835;9835;v;3661;71;2;1
33970;18;Nederlands;female;2;rozen;1;tuin;tuin;1;3854;3854;a;4553;72;2;1
33970;18;Nederlands;female;2;bord;1;ganzen;ganzen;1;6298;6298;v;8456;50;2;1
33970;18;Nederlands;female;2;wandeling;1;bos;bos;1;9245;9254;v;2303;65;2;1
33970;18;Nederlands;female;2;knie;0;holte;lap;0;2194;9156;a;19100;41;2;0
33970;18;Nederlands;female;1;echt;1;scheiding;scheiding;1;2534;5234;a;12063;60;2;1
33970;18;Nederlands;female;1;munt;1;peper;peper;1;7689;7689;v;11163;68;2;1
33970;18;Nederlands;female;1;schommel;1;stoel;stoel;1;2968;2469;a;8265;78;2;0
33970;18;Nederlands;female;1;spiegel;1;beeld;beeld;1;4657;4657;a;4844;74;2;1
33970;18;Nederlands;female;2;wand;1;klok;klok;1;2961;2691;a;13609;41;2;1
33970;18;Nederlands;female;2;rust;1;huis;huis;1;1296;2196;a;10483;59;2;1
33970;18;Nederlands;female;2;vakantie;0;kamp;gevoel;0;2549;7564;a;14847;31;2;0
33970;18;Nederlands;female;2;baan;0;loop;tennis;1;9327;9327;v;16400;10;2;1
33970;18;Nederlands;female;1;maat;1;beker;beker;1;2891;2891;a;18010;70;2;1
33970;18;Nederlands;female;1;kerst;1;kind;kind;1;4756;7546;a;8691;60;2;1
33970;18;Nederlands;female;1;stuk;1;theater;toneel;1;5237;5728;v;5187;74;2;0
33970;18;Nederlands;female;2;weer;0;brand;nood;1;7918;7918;v;7609;50;2;1
33970;18;Nederlands;female;2;politie;1;auto;auto;1;1452;4912;a;6315;50;2;0
33970;18;Nederlands;female;2;basket;1;bal;ba;1;4825;4825;a;4893;55;2;1
33970;18;Nederlands;female;2;hand;1;tas;tas;1;1423;1432;a;3634;57;2;1
33970;18;Nederlands;female;1;vlok;1;sneeuw;sneeuw;1;9786;7685;v;5593;63;2;0
33970;18;Nederlands;female;1;zoeker;1;voet;voet;1;8715;8751;v;8370;68;2;1
33970;18;Nederlands;female;1;programma;1;computer;computer;0;9862;9831;v;12142;30;2;0
33970;18;Nederlands;female;1;dorp;1;berg;berg;0;5463;7854;v;17131;18;2;0
33970;18;Nederlands;female;1;hoed;1;vinger;vinger;1;7984;9874;v;13770;82;2;1
33970;18;Nederlands;female;1;kaart;1;bank;bank;1;8354;8543;v;6815;63;2;1
33970;18;Nederlands;female;2;schutter;1;boog;boog;1;7485;7485;v;8061;50;2;1
33970;18;Nederlands;female;1;pijn;1;buik;buik;1;7936;7936;v;13735;69;2;1
33970;18;Nederlands;female;1;ontsteking;1;oor;oor;1;9385;9385;v;7629;78;2;1
33970;18;Nederlands;female;1;kamp;1;vuur;vuur;1;1834;8431;a;5934;69;2;1
33970;18;Nederlands;female;1;haar;1;lak;lak;1;3172;3721;a;9472;74;2;1
33970;18;Nederlands;female;1;dating;1;site;site;1;3576;3576;a;9051;50;2;1
33970;18;Nederlands;female;1;hoef;1;ijzer;ijzer;1;4613;4613;a;2253;89;2;1
33970;18;Nederlands;female;2;motor;0;race;sport;1;1982;1982;a;14347;27;2;1
33970;18;Nederlands;female;1;kruis;1;boog;boog;1;3295;3295;a;3171;83;2;1
33970;18;Nederlands;female;2;palm;1;boom;boom;1;4173;4173;a;5267;70;2;1
33970;18;Nederlands;female;2;sport;1;zak;zak;0;4293;1963;a;5282;75;2;0
33970;18;Nederlands;female;1;schaduw;1;oog;oog;1;7289;7289;v;5150;88;2;1
33970;18;Nederlands;female;2;sjeik;1;olie;olie;1;8534;3458;v;8324;50;2;1
33970;18;Nederlands;female;2;tennis;1;bal;bal;1;4139;3147;a;3442;50;2;0
33970;18;Nederlands;female;1;olie;1;sla;sla;1;8659;8659;v;7205;74;2;1
34012;21;Nederlands + andere;male;1;slaap;0;kamer;zaal;1;1297;1297;a;4030;60;2;1
34012;21;Nederlands + andere;male;1;vakantie;1;kamp;kam;1;2549;2495;a;7059;29;2;1
34012;21;Nederlands + andere;male;1;motor;1;race;race;1;1982;1982;a;4493;35;2;1
34012;21;Nederlands + andere;male;1;brood;1;doos;doo;1;4896;4896;a;6493;31;2;1
34012;21;Nederlands + andere;male;1;bus;0;reis;post;1;7568;4687;v;16186;35;2;0
34012;21;Nederlands + andere;male;1;pauze;1;koffie;coffie;1;9156;1956;v;19029;57;2;1
34012;21;Nederlands + andere;male;1;hoed;1;vinger;vinger;0;7984;;v;8022;55;2;0
34012;21;Nederlands + andere;male;1;rust;1;huis;huis;1;1296;1296;a;6279;64;2;1
34012;21;Nederlands + andere;male;1;bureau;1;job;werk;0;1628;;a;13029;9;2;0
34012;21;Nederlands + andere;male;2;sjeik;0;olie;res;0;8534;;v;20286;13;2;0
34012;21;Nederlands + andere;male;2;dorp;1;berg;berg;0;5463;;v;8066;27;2;0
34012;21;Nederlands + andere;male;1;sport;1;zak;zak;0;4293;;a;24457;74;2;0
34012;21;Nederlands + andere;male;1;schommel;1;stoel;stoel;1;2968;1692;a;1757;73;2;0
34012;21;Nederlands + andere;male;1;ontsteking;1;oor;oor;0;9385;;v;17629;56;2;0
34012;21;Nederlands + andere;male;1;heer;1;land;land;0;8496;;v;5350;68;2;0
34012;21;Nederlands + andere;male;1;politie;1;auto;uto;1;1452;1452;a;5699;40;2;1
34012;21;Nederlands + andere;male;1;spiegel;1;beeld;beeld;1;4657;4657;a;9124;66;2;1
34012;21;Nederlands + andere;male;1;wereld;1;oorlog;oorlog;0;3972;;a;2582;67;2;0
34012;21;Nederlands + andere;male;1;galerij;1;kunst;kunst;1;5396;3596;v;10515;66;2;1
34012;21;Nederlands + andere;male;1;zoeker;1;voet;voet;1;8715;8712;v;8394;72;2;0
34012;21;Nederlands + andere;male;2;circus;1;tent;tent;1;1863;863;a;17096;24;2;0
34012;21;Nederlands + andere;male;1;kaart;1;bank;bank;0;8354;;v;4999;86;2;0
34012;21;Nederlands + andere;male;1;baan;0;loop;schaats;0;9327;;v;9030;31;2;0
34012;21;Nederlands + andere;male;2;spook;1;schip;boot;1;4253;4253;a;17324;33;2;1
34012;21;Nederlands + andere;male;1;wandeling;1;bos;bos;1;9245;9245;v;6580;43;2;1
34012;21;Nederlands + andere;male;1;rol;1;film;film;1;5128;2485;v;4537;81;2;0
34012;21;Nederlands + andere;male;1;vlok;1;sneeuw;sneeuw;1;9786;7986;v;2688;62;2;1
34012;21;Nederlands + andere;male;1;paal;1;telefoon;telefoon;1;7418;7418;v;11780;82;2;1
34012;21;Nederlands + andere;male;1;basket;1;bal;bal;1;4825;4825;a;3633;42;2;1
34012;21;Nederlands + andere;male;1;kamp;1;vuur;vuur;1;1834;1834;a;2512;78;2;1
34012;21;Nederlands + andere;male;1;dating;1;site;site;1;3576;3576;a;2437;29;2;1
34012;21;Nederlands + andere;male;1;schutter;1;boog;boog;1;7485;7485;v;6947;69;2;1
34012;21;Nederlands + andere;male;2;programma;0;computer;tv;0;9862;9385;v;17194;0;2;0
34012;21;Nederlands + andere;male;1;regen;1;broek;broek;1;1756;1756;a;16202;64;2;1
34012;21;Nederlands + andere;male;1;tennis;1;bal;bal;1;4139;4193;a;13906;29;2;1
34012;21;Nederlands + andere;male;1;hok;1;honden;honden;1;9864;9864;v;4016;81;2;1
34012;21;Nederlands + andere;male;1;munt;1;peper;peper;1;7689;7986;v;6893;72;2;1
34012;21;Nederlands + andere;male;1;meloen;1;honing;honing;1;6831;1386;v;4891;94;2;1
34012;21;Nederlands + andere;male;1;wand;1;klok;klok;1;2961;2986;a;5900;61;2;0
34012;21;Nederlands + andere;male;1;rust;1;pauze;huis;1;2874;2874;a;5873;63;2;1
34012;21;Nederlands + andere;male;1;hoef;1;ijzer;ijzer;1;4613;4613;a;2912;84;2;1
34012;21;Nederlands + andere;male;1;rozen;1;tuin;tuin;1;3854;3842;a;18181;73;2;0
34012;21;Nederlands + andere;male;1;olie;1;sla;sla;1;8659;8659;v;8588;16;2;1
34012;21;Nederlands + andere;male;1;vogel;1;nest;nest;0;3725;;a;18895;67;2;0
34012;21;Nederlands + andere;male;1;worm;0;lint;land;1;5816;1685;v;5646;29;2;1
34012;21;Nederlands + andere;male;1;schaduw;1;oog;oog;1;7289;7289;v;12431;86;2;1
34012;21;Nederlands + andere;male;1;weer;0;brand;nood;1;7918;1978;v;5256;45;2;1
34012;21;Nederlands + andere;male;1;palm;1;boom;boom;1;4173;1743;a;1905;73;2;1
34012;21;Nederlands + andere;male;1;stuk;1;theater;toneel;1;5237;2537;v;10708;79;2;1
34015;18;Andere;female;2;meloen;0;honing;water;0;6831;9134;v;13984;17;2;0
34015;18;Andere;female;1;slaap;1;kamer;kamer;1;1297;1297;a;3698;26;2;1
34015;18;Andere;female;1;palm;1;boom;boom;0;4173;1546;a;2603;100;2;0
34015;18;Andere;female;2;rol;0;film;toneel;0;5128;1546;v;8217;39;2;0
34015;18;Andere;female;2;bus;1;reis;reis;0;7568;468;v;6069;44;2;0
34015;18;Andere;female;2;kerst;1;kind;kind;0;4756;;a;14712;31;2;0
34015;18;Andere;female;2;wereld;1;oorlog;oorlog;0;3972;62;a;5277;67;2;0
